list-id-none,12,1,4,36,369247,10256,0
list-id-none,16,1,4,48,515306,10735,0
list-id-s,1,1,4,3,98838,32946,102
list-id-s,1,2,4,6,109843,18307,79
list-id-s,1,4,4,12,114890,9574,56
list-id-s,1,8,4,24,81013,3375,42
list-id-s,1,16,4,48,136684,2847,39
list-id-s,2,1,4,6,82301,13716,111
list-id-s,2,2,4,12,100796,8399,75
list-id-s,2,4,4,24,117064,4877,55
list-id-s,2,8,4,48,92030,1917,157
list-id-s,4,1,4,12,197490,16457,106
list-id-s,4,16,4,192,302495,1575,1466
list-id-s,8,1,4,24,375913,15663,93
list-id-s,8,4,4,96,313708,3267,52
list-id-s,12,1,4,36,915605,25433,2447
list-id-s,12,2,4,72,407510,5659,63
list-id-s,12,4,4,144,369236,2564,62
list-id-s,16,1,4,48,468414,9758,86
list-id-s,16,2,4,96,478796,4987,202
list-id-s,16,4,4,192,480230,2501,63
list-id-m,1,1,4,3,95485,31828,404
list-id-m,1,2,4,6,74891,12481,227
list-id-m,1,4,4,12,102042,8503,123
list-id-m,1,8,4,24,82237,3426,73
list-id-m,1,16,4,48,241428,5029,77
list-id-m,2,1,4,6,120446,20074,334
list-id-m,2,2,4,12,121547,10128,177
list-id-m,2,8,4,48,167660,3492,1540
list-id-m,2,16,4,96,191407,1993,776
list-id-m,4,1,4,12,161966,13497,325
list-id-m,4,2,4,24,451966,18831,459
list-id-m,4,4,4,48,431504,8989,899
list-id-m,4,8,4,96,603380,6285,1442
list-id-m,8,1,4,24,354909,14787,425
list-id-m,8,2,4,48,356236,7421,495
list-id-m,8,8,4,192,1087883,5666,20819
list-id-m,12,4,4,144,1420368,9863,456
list-id-m,12,8,4,288,1599866,5555,633
list-id-m,12,16,4,576,2451962,4256,18509
list-id-m,16,1,4,48,552732,11515,107
list-id-m,16,4,4,192,1258084,6552,117
list-id-m,16,8,4,384,1283509,3342,22805
list-none-m,1,1000,1,3000,392712,130,37
list-none-m,2,1000,1,6000,2111186,351,274
list-none-s,1,1000,1,3000,339058,113,34
list-none-s,2,1000,1,6000,1343655,223,282
list-none-m,1,1000,4,3000,398727,132,36
list-none-s,1,1000,4,3000,374638,124,33
list-none-m,1,1000,8,3000,470802,156,36
list-none-m,2,1000,8,6000,2491467,415,313
